School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Fiscal Year,Mapped Location
Harpeth Hall School,Private School,3801 Hobbs Road,Nashville,TN,37215-2216,24,Basic Operating,Cheekwood,FY19,"3801 Hobbs Road
Nashville, TN 37215-2216
(36.103441, -86.840497)"
Rosebank Elementary School,MNPS,1012 Preston Drive,Nashville,TN,37206,73,Basic operating,Frist Art Museum,FY19,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
Pearl Cohn Entertainment Magnet,MNPS,904 26th Ave N,Nashville,TN,37208,6,Youth Arts,Southern Word,FY19,"904 26th Ave N
Nashville, TN 37208
(36.164278, -86.816051)"
Sylvan Park Paideia Design Center,MNPS,4801 Utah Avenue,Nashville,TN,37209,190,Basic Operating,Nashville Children's Theatre,FY16,"4801 Utah Avenue
Nashville, TN 37209
(36.144302, -86.84463)"
Nashville Big Picture High School,MNPS,160 Rural Avenue,Nashville,TN,37209,59,Basic Operating,Southern Word,FY16,"160 Rural Avenue
Nashville, TN 37209
(36.142515, -86.855997)"
St. George's Kindergarten,Private,4715 Harding Pike,Nashville,TN,37205,100,Basic Operating,Nashville Ballet,FY16,"4715 Harding Pike
Nashville, TN 37205
(36.120753, -86.853401)"
Harding Academy,Private,170 Windsor Drive,Nashville,TN,37205,122,Basic Operating,Tennessee Performing Arts Center,FY16,"170 Windsor Drive
Nashville, TN 37205
(36.10207, -86.866583)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,30,Basic Operating,abrasiveMedia,FY16,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
J.T. Moore Middle Prep,MNPS,4425 Granny White Pike,Nashville,TN,37204,118,Basic Operating,Southern Word,FY16,"4425 Granny White Pike
Nashville, TN 37204
(36.09542, -86.801241)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,3,Basic Operating,Choral Arts Link,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Margaret Allen Middle Prep,MNPS,500 Spence Lane,Nashville,TN,37210,494,Basic Operating,Country Music Foundation,FY16,"500 Spence Lane
Nashville, TN 37210
(36.146239, -86.722416)"
Martin Luther King Jr. Magnet School,MNPS,613 17th Avenue North,Nashville,TN,37203,25,Basic Operating,Nashville Shakespeare Festival,FY17,"613 17th Avenue North
Nashville, TN 37203
(36.162085, -86.800393)"
F.H. Jenkins Preparatory School,Private,814 Youngs Lane,Nashville,TN,37207,30,Basic Operating,Nashville Children's Theatre,FY16,"814 Youngs Lane
Nashville, TN 37207
(36.204759, -86.799082)"
Early Learning Center Daycare Center,Pre-K/ELC,2729 Whites Creek Pike,Nashville,TN,37207,45,Basic Operating,Cheekwood,FY17,"2729 Whites Creek Pike
Nashville, TN 37207
(36.220977, -86.804843)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,56,Basic Operating,Country Music Foundation,FY16,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Jonathan Edwards Classical Academy,Private,4479 Jackson Road,Whites Creek,TN,37189,49,Basic Operating,Nashville Symphony,FY17,"4479 Jackson Road
Whites Creek, TN 37189
(36.297448, -86.774329)"
Homeschool,Home Schooled,,,TN,,2654,Basic Operating,Nashville Children's Theatre,FY16,"TN
(35.842998, -86.343226)"
Benton Hall Academy,Private,5555 Franklin Pike,Nashville,TN,37220,94,Basic Operating,Tennessee Performing Arts Center,FY17,"5555 Franklin Pike
Nashville, TN 37220
(36.040355, -86.78481)"
Home School,Home Schooled,Various addresses,Nashville,TN,,51,Core Operating,Theater Bug,FY19,
Warner Elemnetary,MNPS,626 Russell Street,Nashville,TN,37206,102,Basic Operating,"Country Music Foundation, Inc. dba Country Music Hall of Fame and Museum",FY19,"626 Russell Street
Nashville, TN 37206
(36.172254, -86.760445)"
Old Center Elementary School,MNPS,1245 Dickerson Pike South,Goodlettsville,TN,37072,55,After-School Arts,Tennessee Performing Arts Center,FY17,"1245 Dickerson Pike South
Goodlettsville, TN 37072
(36.290781, -86.737701)"
May Werthan Shayne Elementary School,MNPS,6217 Nolensville Pike,Nashville,TN,37211,330,Basic Operating,Nashville Symphony,FY16,"6217 Nolensville Pike
Nashville, TN 37211
(36.020211, -86.710266)"
Ross Early Learning Center,Pre-K/ELC,601 McFerrin Avenue,Nashville,TN,37206,10,Arts Access,East Nashville Hope Exchange,FY17,"601 McFerrin Avenue
Nashville, TN 37206
(36.180252, -86.755042)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,11,After-School Arts,PENCIL Foundation,FY17,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Chadwell Elementary School,MNPS,321 Port Drive,Nashville,TN,37115,108,Basic Operating,Nashville Children's Theatre,FY17,"321 Port Drive
Nashville, TN 37115
(36.256975, -86.741981)"
Tom Joy Elementary School,MNPS,2201 Jones Avenue,Nashville,TN,37207,4,Arts Access,East Nashville Hope Exchange,FY17,"2201 Jones Avenue
Nashville, TN 37207
(36.209078, -86.757096)"
Maxwell Elementary,MNPS,5535 Blue Hole Road,Antioch,TN,37013,630,Basic Operating,Nashville Opera,FY17,"5535 Blue Hole Road
Antioch, TN 37013
(36.031702, -86.673544)"
Buena Vista Enhanced Option Elementary School,MNPS,1531 9th Avenue North,Nashville,TN,37208,1,Basic Operating,W.O. Smith Music School,FY17,"1531 9th Avenue North
Nashville, TN 37208
(36.177928, -86.797921)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,15,Basic Operating,Tennessee Performing Arts Center,FY17,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
IT Creswell Middle School,Metro Nashville Public School,3500 John Mallette Drive,Nashville,TN,37218,240,Basic Operating,Nashville Ballet,FY19,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Donelson Middle Prep,MNPS,110 Stewarts Ferry Pike,Nashville,TN,37214,3,Basic Operating,W.O. Smith Music School,FY17,"110 Stewarts Ferry Pike
Nashville, TN 37214
(36.167, -86.655671)"
Father Ryan High School,Private,700 Norwood Drive,Nashville,TN,37204,45,Basic Operating,Nashville Children's Theatre,FY17,"700 Norwood Drive
Nashville, TN 37204
(36.099137, -86.768156)"
Antioch High School,MNPS,1900 Hobson Pike,Antioch,TN,37013,12,Basic Operating,Nashville Ballet,FY16,"1900 Hobson Pike
Antioch, TN 37013
(36.047414, -86.60038)"
St. Clement Coptic Orthodox Christian Academy,Private,476 McMurray Drive,Nashville,TN,37211,29,Basic Operating,Frist Center for the Visual Arts,FY16,"476 McMurray Drive
Nashville, TN 37211
(36.059236, -86.722488)"
Westminster School for Young Children,Early Learning Center/Pre-K,3900 West End,Nashville,TN,37205,130,Basic Operating,Nashville Ballet,FY19,"3900 West End
Nashville, TN 37205
(36.131513, -86.834049)"
River Road Academy,Private,8283 River Road Pike,Nashville,TN,37209,11,Basic Operating,Tennessee Performing Arts Center,FY17,"8283 River Road Pike
Nashville, TN 37209
(36.197183, -86.969686)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,150,Basic Operating,Nashville Opera Association,FY16,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
Hunters Lane High School,MNPS,1150 Hunters Lane,Nashville,TN,37207,49,Basic Operating,Frist Center for the Visual Arts,FY17,"1150 Hunters Lane
Nashville, TN 37207
(36.277943, -86.753492)"
Donelson Christian Academy,Private,300 Danyacrest Drive,Nashville,TN,37214,60,Basic Operating,Tennessee Performing Arts Center,FY17,"300 Danyacrest Drive
Nashville, TN 37214
(36.183834, -86.650836)"
Davidson County Juvenile Detention Center,Other,100 Woodland Street,Nashville,TN,37213,32,Basic Operating,Global Education Center,FY17,"100 Woodland Street
Nashville, TN 37213
(36.169287, -86.771566)"
A.Z. Kelley Elementary School,MNPS,5834 Pettus Road,Antioch,TN,37013,771,Basic Operating,Nashville Children's Theatre,FY19,"5834 Pettus Road
Antioch, TN 37013
(36.022988, -86.664651)"
Franklin Road Academy,Private,4700 Franklin Pike,Nashville,TN,37220,52,Basic Operating,Nashville Symphony,FY16,"4700 Franklin Pike
Nashville, TN 37220
(36.083081, -86.772376)"
Nashville Christian School,Private,7555 Sawyer Brown Road,Nashville,TN,37221,60,Basic Operating,Nashville Symphony,FY17,"7555 Sawyer Brown Road
Nashville, TN 37221
(36.106683, -86.930689)"
Father Ryan High School,Private,800 Norwood Drive,Nashville,TN,37220,60,Basic Operating,Global Education Center,FY17,"800 Norwood Drive
Nashville, TN 37220
(36.098825, -86.771241)"
Dan Mills Elementary School,MNPS,4106 Kennedy Avenue,Nashville,TN,37216,1,Basic Operating,Choral Arts Link,FY16,"4106 Kennedy Avenue
Nashville, TN 37216
(36.218646, -86.717495)"
Napier Enhanced Option Elementary School,MNPS,60 Fairfield Avenue,Nashville,TN,37210,447,Arts Access,Nashville Children's Theatre,FY17,"60 Fairfield Avenue
Nashville, TN 37210
(36.15001, -86.757067)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,115,Basic Operating,Nashville Symphony,FY16,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
Kirkpatrick Elementary Enhanced Option School,MNPS,1000 Sevier Street,Nashville,TN,37206,1,Basic Operating,W.O. Smith Music School,FY16,"1000 Sevier Street
Nashville, TN 37206
(36.168341, -86.752899)"
DuPont Elementary School,MNPS,1311 9th Street,Old Hickory,TN,37138,93,Basic Operating,Nashville Children's Theatre,FY19,"1311 9th Street
Old Hickory, TN 37138
(36.261909, -86.652615)"
Lockeland Design Center Elementary,MNPS,105 South 17th Street,Nashville,TN,37206,350,Basic Operating,Nashville Ballet,FY17,"105 South 17th Street
Nashville, TN 37206
(36.176312, -86.739761)"
Cambridge Early Learning Center,ELC/Pre-K,2325 Hickory Highlands Drive,Antioch,TN,37013,60,Basic Operating,Global Education Center,FY19,"2325 Hickory Highlands Drive
Antioch, TN 37013
(36.060835, -86.641835)"
Waverly Belmont Elementary School,MNPS,2301 10th Ave South,Nashville,TN,37204,251,Basic Operating,Nashville Children's Theatre,FY19,"2301 10th Ave South
Nashville, TN 37204
(36.126411, -86.786249)"
Robertson Academy,MNPS,835 Robertson Academy Road,Nashville,TN,37220,299,Basic Operating,Tennessee Performing Arts Center,FY16,"835 Robertson Academy Road
Nashville, TN 37220
(36.08211, -86.776012)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,488,Basic Operating,Tennessee Performing Arts Center,FY16,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Rocketship United Academy,Other,320 Plus Park Blvd.,Nashville,TN,37217,345,Basic Operating,Nashville Children's Theatre,FY19,"320 Plus Park Blvd.
Nashville, TN 37217
(36.130488, -86.725368)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,40,Basic Operating,Nashville Ballet,FY16,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Stanford Montessori,MNPS,2417 Maplecrest drive,Nashville,TN,37214,179,Basic Operating,Nashville Children's Theatre,FY19,"2417 Maplecrest drive
Nashville, TN 37214
(36.177508, -86.682922)"
Ruby Major Elementary School,MNPS,5141 John Hagar Road,Hermitage,TN,37076,150,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"5141 John Hagar Road
Hermitage, TN 37076
(36.15773, -86.57905)"
Hull-Jackson Montessori Magnet School,MNPS,1015 Kellow Street,Nashville,TN,37203,446,Basic Operating,Tennessee Performing Arts Center,FY17,"1015 Kellow Street
Nashville, TN 37203
(36.190768, -86.807322)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,352,Basic Operating,Nashville Opera,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Davidson Academy,Private,1414 Old Hickory Blvd,Nashville,TN,37207,333,Basic Operating,Nashville Children's Theatre,FY16,"1414 Old Hickory Blvd
Nashville, TN 37207
(36.279632, -86.779502)"
Glenn Enhanced Option Elementary School,MNPS,322 Cleveland Street,Nashville,TN,37207,13,Basic Operating,Nashville Ballet,FY16,"322 Cleveland Street
Nashville, TN 37207
(36.186975, -86.766561)"
Glendale Elementary School,MNPS,800 Thompson Avenue,Nashville,TN,37204,363,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"800 Thompson Avenue
Nashville, TN 37204
(36.09517, -86.784848)"
Southern Appalachian Young Friends,Other,104 37th Avenue North,Nashville,TN,37209-4926,10,Basic Operating,Cheekwood,FY19,"104 37th Avenue North
Nashville, TN 37209-4926
(36.14099, -86.829104)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,8,Arts Access,GLOBAL EDUCATION CENTER,FY16,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Hull-Jackson Montessori Magnet School,MNPS,1015 Kellow Street,Nashville,TN,37208,169,Basic Operating,Tennessee Performing Arts Center,FY16,"1015 Kellow Street
Nashville, TN 37208
(36.190768, -86.807322)"
Westmeade Elementary School,MNPS,6641 Clearbrook Drive,Nashville,TN,37205,200,Basic Operating,Nashville Children's Theatre,FY17,"6641 Clearbrook Drive
Nashville, TN 37205
(36.091787, -86.894436)"
Ross Early Learning Center,Pre-K/ELC,601 McFerrin Avenue,Nashville,TN,37206,9,Basic Operating,Tennessee Performing Arts Center,FY17,"601 McFerrin Avenue
Nashville, TN 37206
(36.180252, -86.755042)"
St. Cecilia Academy,Private,4210 Harding Pike,Nashville,TN,37205,78,Basic Operating,Tennessee Performing Arts Center,FY16,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Julia Green Elementary School,MNPS,3500 Hobbs Road,Nashville,TN,37215,505,Basic Operating,Nashville Opera,FY17,"3500 Hobbs Road
Nashville, TN 37215
(36.102263, -86.832973)"
Holly Street Daycare,Early Learning Center,1401 Holly Street,Nashville,TN,37206,21,Basic operating,Frist Art Museum,FY19,"1401 Holly Street
Nashville, TN 37206
(36.175814, -86.745787)"
Nashville Academy of Computer Science,MNPS,3230 Brick Church Pike,Nashville,TN,37207,3,Basic Operating,W.O. Smith Music School,FY16,"3230 Brick Church Pike
Nashville, TN 37207
(36.234841, -86.781291)"
Montessori East,Private School,801 Porter Rd,Nashville,TN,37206,1,Creation,Theater Bug,FY19,"801 Porter Rd
Nashville, TN 37206
(36.183509, -86.732509)"
Rosebank STEM School,MNPS,1012 Preston Drive,Nashville,TN,37206,2,Arts Access,"East Nashville Hope Exchange, Inc.",FY16,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
Bellshire Elementary Design Center,MNPS,1128 Bell Grimes Lane,Nashville,TN,37207,1,Basic Operating,Global Education Center,FY19,"1128 Bell Grimes Lane
Nashville, TN 37207
(36.268937, -86.761344)"
Purpose Prep Academy,MNPS,220 Venture Circle,Nashville,TN,37228,3,Basic Operating,W.O. Smith Music School,FY16,"220 Venture Circle
Nashville, TN 37228
(36.194482, -86.79529)"
Donelson Middle Prep,MNPS,110 Stewarts Ferry Pike,Nashville,TN,37214,60,Basic Operating,Nashville Shakespeare Festival,FY17,"110 Stewarts Ferry Pike
Nashville, TN 37214
(36.167, -86.655671)"
MLK Magnet,MNPS,613 17th Ave N,Nashville,TN,37203,,Basic Operating,Nashville Jazz Workshop,FY19,"613 17th Ave N
Nashville, TN 37203
(36.162085, -86.800393)"
Gra-Mar Middle Prep,MNPS,575 Joyce Lane,Nashville,TN,37216,8,Basic Operating,Southern Word,FY16,"575 Joyce Lane
Nashville, TN 37216
(36.232399, -86.745515)"
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,24,Basic Operating,W.O. Smith Music School,FY17,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Paragon Mills Elementary School,MNPS,260 Paragon Mills Road,Nashville,TN,37211,58,Basic Operating,Country Music Foundation,FY17,"260 Paragon Mills Road
Nashville, TN 37211
(36.087048, -86.707014)"
Franklin,Other,810 Hillsboro Rd,Franklin,TN,37064,51,Youth Arts,"Notes for Notes, Inc",FY19,"810 Hillsboro Rd
Franklin, TN 37064
(35.939695, -86.879466)"
Whole Hearts Homeschool Group,Home Schooled,Various addresses,Nashville,TN,37220,8,Basic Operating,Cheekwood,FY19,
Hillwood High School,MNPS,400 Davidson Road,Nashville,TN,37205,141,Basic Operating,Southern Word,FY16,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Charlotte Park Elementary School,MNPS,480 Annex Avenue,Nashville,TN,37209,9,Basic Operating,Global Education Center,FY17,"480 Annex Avenue
Nashville, TN 37209
(36.15212, -86.88324)"
Donelson Middle Prep,MNPS,110 Stewarts Ferry Pike,Nashville,TN,37214,27,After-School Arts,PENCIL Foundation,FY16,"110 Stewarts Ferry Pike
Nashville, TN 37214
(36.167, -86.655671)"
University School of Nashville,Private School,2000 Edgehill Ave,Nashville,TN,37212,23,Core Operating,Theater Bug,FY19,"2000 Edgehill Ave
Nashville, TN 37212
(36.143997, -86.798995)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,25,Basic Operating,Nashville Symphony,FY16,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
May Werthan Shayne Elementary School,MNPS,6217 Nolensville Pike,Nashville,TN,37211,3,Basic Operating,W.O. Smith Music School,FY16,"6217 Nolensville Pike
Nashville, TN 37211
(36.020211, -86.710266)"
A.Z. Kelley Elementary School,MNPS,5834 Pettus Road,Antioch,TN,37013,344,Arts Access,Nashville Children's Theatre,FY17,"5834 Pettus Road
Antioch, TN 37013
(36.022988, -86.664651)"
East Nashville Magnet High School,MNPS,110 Gallatin Ave.,Nashville,TN,37206,20,Youth Arts,"Notes for Notes, Inc",FY19,"110 Gallatin Ave.
Nashville, TN 37206
(36.178698, -86.750831)"
Antioch High School,MNPS,1900 Hobson Pike,Antioch,TN,37013,145,Basic Operating,Tennessee Performing Arts Center,FY17,"1900 Hobson Pike
Antioch, TN 37013
(36.047414, -86.60038)"
Murrell School,MNPS,1450 14th Ave South,Nashville,TN,37212,1,Basic Operating,W.O. Smith Music School,FY17,"1450 14th Ave South
Nashville, TN 37212
(36.138443, -86.790303)"
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,1,Basic Operating,W.O. Smith Music School,FY16,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
Plaza Mariachi,Other,3955 Nolensville Pike,Nashville,TN,37211,328,Basic Operating,Nashville Ballet,FY19,"3955 Nolensville Pike
Nashville, TN 37211
(36.085378, -86.72861)"
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,1,Core Operating,The Porch Writer's Collective,FY19,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
Trevecca Nazarene University,Other,333 Murfreesboro Road,Nashville,TN,37210,23,Basic Operating,Nashville Children's Theatre,FY19,
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,930,Basic Operating,Nashville Ballet,FY16,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Lighthouse Christian School,Private,5100 Blue Hole Road,Antioch,TN,37013,80,Arts Access,"Native American Indian Association of TN, Inc.",FY16,"5100 Blue Hole Road
Antioch, TN 37013
(36.05263, -86.673119)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,2,Basic Operating,Nashville Jazz Workshop,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Eakin Elementary School,MNPS,2500 Fairfax Avenue,Nashville,TN,37212,189,Basic Operating,Nashville Symphony,FY17,"2500 Fairfax Avenue
Nashville, TN 37212
(36.13475, -86.807413)"
Homeschool,Home Schooled,,,TN,,5,Basic Operating,Nashville Ballet,FY16,"TN
(35.842998, -86.343226)"
Pearl Cohn Enternationment Magnet High School,MNPS,904 26th Avenue North,Nashville,TN,37208,270,Basic Operating,Southern Word,FY17,"904 26th Avenue North
Nashville, TN 37208
(36.164278, -86.816051)"
Rose Park Magnet Math & Science Middle School,MNPS,1025 9th Ave South,Nashville,TN,37203,23,Basic Operating,W.O. Smith Music School,FY16,"1025 9th Ave South
Nashville, TN 37203
(36.142539, -86.780874)"
